Rank,Name,Rank_Again,Symbol,Price,24h,7d,Market Cap,Volume USD,Volume Units,Circulating Supply,price,market_cap,volume_usd
,EncryptoTel [ETH],,ETT,$0.003677,6.48%,21.07%,,,,,0.003677,,
,DIMCOIN,,DIM,$0.000000,0.00%,0.00%,,,,,0.0,,
,Jingtum Tech,,SWTC,$0.000136,0.04%,17.63%,,,,,0.000136,,
,IDEX Membership,,IDXM,$0.000000,0.00%,0.00%,,,,,0.0,,
,Animation Vision Cash,,AVH,$0.000334,6.38%,21.12%,,,,,0.000334,,
,JET8,,J8T,$0.000000,0.00%,0.00%,,,,,0.0,,
,CK USD,,CKUSD,$0.301068,-1.64%,-64.20%,,,,,0.301068,,
,Lendroid Support Token,,LST,$0.000490,5.17%,-58.34%,,,,,0.00049,,
,PAL Network,,PAL,$0.000000,0.00%,0.00%,,,,,0.0,,
,SalPay,,SAL,$0.001561,5.17%,9.44%,,,,,0.001561,,
,Coni,,CONI,$0.006402,0.03%,-13.37%,,,,,0.006402,,
,SEER,,SEER,$0.000032,0.00%,0.00%,,,,,3.2e-05,,
,IOV BlockChain,,IOV,$0.000037,18.56%,-8.83%,,,,,3.7e-05,,
,XTRD,,XTRD,$0.001246,5.17%,9.44%,,,,,0.001246,,
,Esports Token,,EST,$0.000589,18.43%,37.32%,,,,,0.000589,,
,Experience Token,,EXT,$0.000028,18.43%,37.32%,,,,,2.8e-05,,
,CEDEX Coin,,CEDEX,$0.000918,18.43%,37.32%,,,,,0.000918,,
,Obitan Chain,,OBTC,$0.000009,18.43%,37.32%,,,,,9e-06,,
,Hybrid Block,,HYB,$0.000336,5.17%,9.44%,,,,,0.000336,,
,KingXChain,,KXC,$0.000115,6.85%,21.60%,,,,,0.000115,,
,YUKI,,YUKI,$0.000172,6.66%,21.45%,,,,,0.000172,,
,Centaure,,CEN,$0.000334,6.48%,21.12%,,,,,0.000334,,
,ABCC Token,,AT,$0.005711,0.04%,-7.76%,,,,,0.005711,,
,SaveNode,,SNO,$0.000334,6.48%,21.12%,,,,,0.000334,,
,vSportCoin,,VSC,$0.002253,18.43%,-21.47%,,,,,0.002253,,
,MobilinkToken,,MOLK,$0.009271,15.69%,179.81%,,,,,0.009271,,
,TCOIN,,TCN,$0.000676,1.54%,4.78%,,,,,0.000676,,
,Ondori,,RSTR,$0.000000,0.00%,0.00%,,,,,0.0,,
,MediBit,,MEDIBIT,$0.000006,8.48%,23.87%,,,,,6e-06,,
,Bgogo Token,,BGG,$0.000575,7.48%,9.45%,,,,,0.000575,,
,ROMToken,,ROM,$0.000009,0.00%,1.32%,,,,,9e-06,,
,Eterbase Utility Token,,XBASE,$0.000000,0.00%,0.00%,,,,,0.0,,
,HYPNOXYS,,HYPX,$0.000000,0.00%,0.00%,,,,,0.0,,
,Dexter G,,DXG,$0.299338,0.00%,88.17%,,,,,0.299338,,
,OOOBTC TOKEN,,OBX,$0.004286,14.51%,32.31%,,,,,0.004286,,
,HUDDL,,HUDDL,$0.006727,5.17%,9.44%,,,,,0.006727,,
,UTEMIS,,UTS,$0.000501,5.17%,9.44%,,,,,0.000501,,
,VENJOCOIN,,VJC,$0.196874,6.46%,21.07%,,,,,0.196874,,
,Atlas Token,,ATLS,$0.000154,18.56%,-9.69%,,,,,0.000154,,
,Lucky Block Network,,LBN,$66.85,6.46%,21.07%,,,,,66.85,,
,Smartup,,SMARTUP,$0.000010,0.03%,-16.40%,,,,,1e-05,,
,Coin Controller Cash,,CCC,$0.000082,18.52%,-48.45%,,,,,8.2e-05,,
,InnovaMinex,,MINX,$0.241997,6.48%,-15.19%,,,,,0.241997,,
,SPIN Protocol,,SPIN,$0.000335,6.58%,21.27%,,,,,0.000335,,
,Eco Value Coin,,EVC,$0.000502,6.48%,81.67%,,,,,0.000502,,
,GLOBEX,,GEX,$0.000009,18.43%,37.32%,,,,,9e-06,,
,SkyMap,,SKYM,$0.000599,0.04%,7.92%,,,,,0.000599,,
,Volume Network,,VOL,$0.000100,0.04%,0.33%,,,,,0.0001,,
,Bitcloud Pro,,BPRO,$0.000526,0.04%,0.34%,,,,,0.000526,,
,Blacknet,,BLN,$0.001235,0.00%,0.00%,,,,,0.001235,,
,Simone,,SON,$0.000000,0.00%,0.00%,,,,,0.0,,
,BitcoinSoV,,BSOV,$0.045422,18.43%,14.50%,,,,,0.045422,,
,Bitscoin,,BTCX,$0.000334,6.48%,21.12%,,,,,0.000334,,
,Korbot,,KBOT,$0.081988,3.47%,11.34%,,,,,0.081988,,
,Kahsh,,KSH,$0.020783,1.44%,12.76%,,,,,0.020783,,
,NSS Coin,,NSS,$0.002805,0.04%,0.34%,,,,,0.002805,,
,VENA,,VENA,$0.000583,6.48%,-4.08%,,,,,0.000583,,
,xCrypt Token,,XCT,$0.000000,0.00%,0.00%,,,,,0.0,,
,Voltz,,VOLTZ,$0.006912,0.03%,0.32%,,,,,0.006912,,
,LINK,,LN,$13.75,-12.45%,-4.51%,,,,,13.75,,
,Neeo,,NEEO,$0.002705,0.04%,0.33%,,,,,0.002705,,
,City Coin,,CITY,$0.111066,15.19%,9.78%,,,,,0.111066,,
,Oath Protocol,,OATH,$0.000001,0.00%,0.00%,,,,,1e-06,,
,Ninjacoin,,NINJA,$0.000720,69.06%,158.26%,,,,,0.00072,,
,CYBR Token,,CYBR,$0.000000,0.00%,0.00%,,,,,0.0,,
3801,CryptoBossCoin,3801,CBC,$0.011879,20.09%,40.54%,$0,$0,0 CBC,0 CBC,0.011879,0.0,0.0
3802,Tokenize Xchange,3802,TKX,$2.07,1.35%,29.84%,$0,$0,0 TKX,0 TKX,2.07,0.0,0.0
3803,Versess Coin,3803,VERS,$23.13,14.82%,13.29%,$0,$0,0 VERS,0 VERS,23.13,0.0,0.0
3804,Kappi Network,3804,KAPP,$0.000001,0.00%,0.00%,$0,$0,0 KAPP,0 KAPP,1e-06,0.0,0.0
3805,TICOEX Token,3805,TICO,$0.022936,113.37%,212.37%,$0,$0,0 TICO,0 TICO,0.022936,0.0,0.0
3806,VERA,3806,VERA,$0.000341,14.81%,20.71%,$0,$0,0 VERA,0 VERA,0.000341,0.0,0.0
3807,Ethlyte Crypto,3807,EtLyteT,$0.020546,0.00%,0.00%,$0,$0,0 ETLYTET,0 EtLyteT,0.020546,0.0,0.0
3808,NOVA,3808,NOVA,$0.000042,14.54%,23.92%,$0,$0,0 NOVA,0 NOVA,4.2e-05,0.0,0.0
3809,Lukiu,3809,LKU,$0.000042,0.00%,0.00%,$0,$0,0 LKU,0 LKU,4.2e-05,0.0,0.0
3810,Know Your Developer,3810,KYDC,$0.003004,0.00%,0.00%,$0,$0,0 KYDC,0 KYDC,0.003004,0.0,0.0
,Marshal Lion Group Coin,,MLGC,$0.054944,14.77%,20.71%,,,,,0.054944,,
,Bitcoin & Company Network,,BITN,$0.000036,14.45%,24.90%,,,,,3.6e-05,,
,Bankroll Network,,BNKR,$0.117256,9.52%,-11.10%,,,,,0.117256,,
,NairaX,,NIRX,$0.004999,14.16%,29.19%,,,,,0.004999,,
,Sesameseed,,SEED,$0.034871,-1.30%,-3.04%,,,,,0.034871,,
,HGH Token,,HGH,$0.000003,14.79%,-39.65%,,,,,3e-06,,
,Tradeplus,,TDPS,$0.239134,14.76%,-40.41%,,,,,0.239134,,
,QURA GLOBAL,,QURA,$0.000000,14.16%,29.05%,,,,,0.0,,
,Litbinex Coin,,LTB,$0.000683,14.81%,20.68%,,,,,0.000683,,
,Apple Network,,ANK,$0.000035,30.20%,124.30%,,,,,3.5e-05,,
,VOMER,,VMR,$0.265191,0.00%,-0.45%,,,,,0.265191,,
,1AI Token,,1AI,$0.000341,14.79%,20.66%,,,,,0.000341,,
,Bitcoffeen,,BFF,$0.015698,14.79%,-36.80%,,,,,0.015698,,
,Unochain,,UNOC,$0.000000,0.00%,0.00%,,,,,0.0,,
,MEETtoken,,MTT,$0.040611,14.81%,20.71%,,,,,0.040611,,
,Wolfs Group,,WLF,$0.022233,0.00%,0.00%,,,,,0.022233,,
,Kratscoin,,KTC,$0.259965,9.09%,12.95%,,,,,0.259965,,
,London Football Exchange,,LFEC,$0.001300,0.00%,0.00%,,,,,0.0013,,
,Compound SAI,,CSAI,$0.027577,0.00%,0.00%,,,,,0.027577,,
,Asac Coin,,ASAC,$0.004224,14.16%,29.19%,,,,,0.004224,,
,SuperSkynet,,SSN,$0.000017,14.13%,29.29%,,,,,1.7e-05,,
,Zelerius,,ZLS,$0.000094,0.00%,0.00%,,,,,9.4e-05,,
,Boogle,,BOO,$0.000716,-0.06%,0.44%,,,,,0.000716,,
,AdsByWiFi,,WADS,$0.092854,14.13%,-98.56%,,,,,0.092854,,
,StellarPayGlobal,,XLPG,$0.500020,14.13%,29.23%,,,,,0.50002,,
,ODE,,ODE,$110.84,14.20%,29.23%,,,,,110.84,,
,IZEROIUM,,IZER,$0.000683,14.77%,20.71%,,,,,0.000683,,
,Ethash Miner,,HETM,$0.021288,0.00%,0.00%,,,,,0.021288,,
,Scopuly Coin,,SCOP,$0.018558,0.00%,0.00%,,,,,0.018558,,
,Work Force Coin,,WFC,$0.005119,14.77%,20.71%,,,,,0.005119,,
,SappChain,,SAPP,$0.000008,14.20%,29.29%,,,,,8e-06,,
,Charg Coin,,CHG,$0.086693,14.78%,-87.30%,,,,,0.086693,,
,MyTVchain,,MYTV,$0.023889,14.81%,122.36%,,,,,0.023889,,
,Pyrrhos Gold,,PGOLD,$0.002983,7.77%,15.33%,,,,,0.002983,,
,Hinto,,HNT,$0.064885,3.06%,4.11%,,,,,0.064885,,
,Entherfound,,ETF,$3.27,14.81%,20.71%,,,,,3.27,,
,Metaprediction,,METP,$0.000008,14.20%,29.23%,,,,,8e-06,,
,Two Prime FF1 Token,,FF1,$0.955033,-0.05%,0.40%,,,,,0.955033,,
,Jack Token,,JACK,$0.208342,14.20%,24.32%,,,,,0.208342,,
,eToro Pound Sterling,,GBPX,$0.000000,0.00%,0.00%,,,,,0.0,,
,eToro New Zealand Dollar,,NZDX,$0.000000,0.00%,0.00%,,,,,0.0,,
,eToro Australian Dollar,,AUDX,$0.000000,0.00%,0.00%,,,,,0.0,,
,Affil Coin,,AC,$1.84,9.64%,19.35%,,,,,1.84,,
,Becaz,,BCZ,$0.624175,-0.06%,0.44%,,,,,0.624175,,
,MORELO,,MRL,$0.000000,0.00%,0.00%,,,,,0.0,,
,ARMTOKEN,,TARM,$0.030784,10.14%,34.99%,,,,,0.030784,,
,Cannadrix,,CND,$0.000341,14.80%,20.91%,,,,,0.000341,,
,Botton,,BOC,$0.016518,-0.05%,0.44%,,,,,0.016518,,
,Egas,,EGAS,$0.000111,6.22%,-0.07%,,,,,0.000111,,
,Bluekey,,BKY,$0.000000,0.00%,0.00%,,,,,0.0,,
,AZBI CORE,,AZBI,$0.000001,0.00%,0.00%,,,,,1e-06,,
,Money Token,,MNT,$0.002525,14.21%,-90.21%,,,,,0.002525,,
,VEHICLE DATA ARTIFICIAL INTELLIGENCE PLATFORM,,VAIP,$0.579887,14.82%,20.91%,,,,,0.579887,,
,SableAssent,,SAC1,$0.307141,14.79%,20.71%,,,,,0.307141,,
,PointPay,,PXP,$0.026619,14.79%,20.71%,,,,,0.026619,,
,TYCOON69,,T69,$0.112622,-0.05%,-29.38%,,,,,0.112622,,
,DOCH COIN,,DCH,$0.001812,0.00%,0.00%,,,,,0.001812,,
,UniPower,,POWER,$1.16,13.80%,28.71%,,,,,1.16,,
,UniDollar,,UNIUSD,$0.000349,13.74%,28.62%,,,,,0.000349,,
,Quish Coin,,QTV,$0.001365,14.79%,20.90%,,,,,0.001365,,
,PieDAO BTC++,,BTC++,$31788.74,13.75%,26.75%,,,,,31788.74,,
,ACE,,ACE,$0.004732,23.75%,-3.61%,,,,,0.004732,,
,BITCOINHEDGE,,BTCHG,$10.01,-0.06%,0.44%,,,,,10.01,,
,IOOX System,,IOOX,$0.002674,14.17%,4.99%,,,,,0.002674,,
,MoCo Token,,MoCo,$0.000535,1.07%,2.47%,,,,,0.000535,,
,sBCH,,SBCH,$0.000000,0.00%,0.00%,,,,,0.0,,
,sADA,,SADA,$0.173612,-6.70%,16.96%,,,,,0.173612,,
,iADA,,IADA,$0.091134,-0.12%,-24.23%,,,,,0.091134,,
,HelixNetwork,,MHLX,$0.000683,14.81%,20.71%,,,,,0.000683,,
,Sumcoin,,SUM,$413.50,14.81%,17.57%,,,,,413.5,,
,AntiscamToken,,AST,$0.057016,-1.04%,9.20%,,,,,0.057016,,
,Coinsto,,CSO,$0.000008,14.16%,29.19%,,,,,8e-06,,
,iDeFi,,IDEFI,$1491.27,-5.17%,-18.34%,,,,,1491.27,,
,sCEX,,SCEX,$1122.53,-1.08%,23.05%,,,,,1122.53,,
,sDEFI,,SDEFI,$3892.40,-2.77%,8.12%,,,,,3892.4,,
,sXAG,,SXAG,$27.06,0.87%,4.27%,,,,,27.06,,
,Originate Coin,,ORC,$0.000017,14.16%,29.19%,,,,,1.7e-05,,
,Decurian,,ECU,$258.33,-4.77%,31.19%,,,,,258.33,,
,Unit Protocol,,COL,$0.001481,13.75%,144.89%,,,,,0.001481,,
,Bitcoin True,,BTCT,$0.000300,14.52%,253.26%,,,,,0.0003,,
,Satoshivisioncoin,,SVC,$0.000008,14.17%,29.19%,,,,,8e-06,,
,Cybercoin,,CBR,$0.000026,13.74%,29.88%,,,,,2.6e-05,,
,Crypto User Base,,CUB,$0.083311,14.16%,29.05%,,,,,0.083311,,
,CoinZoom,,ZOOM,$0.052169,-0.72%,-11.82%,,,,,0.052169,,
,BMToken,,BMT,$21.66,14.17%,29.05%,,,,,21.66,,
,Hey Bitcoin,,HYBN,$0.007670,7.20%,14.17%,,,,,0.00767,,
,Marblecoin,,MBC,$0.070730,13.74%,29.11%,,,,,0.07073,,
,FEX Token,,FEX,$0.118616,14.44%,-21.98%,,,,,0.118616,,
,Brr,,BRR,$0.004206,0.00%,0.00%,,,,,0.004206,,
,TOPBTC Token,,TOPB,$0.016483,15.24%,27.34%,,,,,0.016483,,
301,Darwinia Network,301,RING,$0.052301,13.41%,41.68%,"$34,181,807","$5,135,356","98,188,524 RING","653,559,546 RING",0.052301,34181807.0,5135356.0
302,Sapphire,302,SAPP,$0.072291,9.58%,29.49%,"$33,405,377","$268,044","3,707,850 SAPP","462,095,630 SAPP",0.072291,33405377.0,268044.0
303,BHEX Token,303,BHT,$0.170491,1.41%,5.44%,"$33,354,864",$0,0 BHT,"195,639,532 BHT",0.170491,33354864.0,0.0
304,1irstcoin,304,FST,$0.897675,21.03%,10.61%,"$31,389,981","$79,421","88,474 FST","34,968,103 FST",0.897675,31389981.0,79421.0
305,Livepeer,305,LPT,$1.49,1.05%,0.00%,"$31,451,327","$137,950","92,831 LPT","21,164,655 LPT",1.49,31451327.0,137950.0
306,Centrality,306,CENNZ,$0.026349,5.83%,12.58%,"$31,163,855","$1,028,109","39,018,432 CENNZ","1,182,720,127 CENNZ",0.026349,31163855.0,1028109.0
307,Secret,307,SCRT,$0.541085,13.07%,9.85%,"$30,514,934","$946,820","1,749,854 SCRT","56,395,809 SCRT",0.541085,30514934.0,946820.0
308,Tratin,308,TRAT,$0.000274,15.17%,69.07%,"$30,742,442",$429,"1,564,571 TRAT","112,002,966,735 TRAT",0.000274,30742442.0,429.0
309,Sport and Leisure,309,SNL,$0.044922,9.48%,29.79%,"$30,487,109","$695,291","15,477,629 SNL","678,662,953 SNL",0.044922,30487109.0,695291.0
310,Tellor,310,TRB,$18.60,7.65%,10.76%,"$30,318,975","$31,057,583","1,669,707 TRB","1,629,999 TRB",18.6,30318975.0,31057583.0
,Breezecoin,,BRZE,$0.302217,-14.33%,-12.85%,,,,,0.302217,,
,WaykiChain,,WICC,$0.159335,-1.61%,2.20%,,,,,0.159335,,
,Reef,,REEF,$0.009930,-18.32%,0.00%,,,,,0.00993,,
,AgaveCoin,,AGVC,$0.076727,14.87%,27.11%,,,,,0.076727,,
,YAM v1,,YAM,$1.05,9.61%,7.06%,,,,,1.05,,
,ChainX,,PCX,$3.88,8.29%,47.68%,,,,,3.88,,
,UNI COIN,,UNI,$0.498874,0.03%,0.32%,,,,,0.498874,,
,YEP COIN,,YEP,$5.39,42.70%,88.11%,,,,,5.39,,
,Groestlcoin,,GRS,$0.383766,7.80%,8.50%,,,,,0.383766,,
,Axie Infinity,,AXS,$0.557835,-3.39%,3.45%,,,,,0.557835,,
,Wixlar,,WIX,$0.012273,12.99%,34.92%,,,,,0.012273,,
,SUN,,SUN,$6.34,3.36%,-0.88%,,,,,6.34,,
,xDai,,STAKE,$8.04,2.92%,1.81%,,,,,8.04,,
,Pirate Chain,,ARRR,$0.168145,22.97%,-0.15%,,,,,0.168145,,
,VIDT Datalink,,VIDT,$0.586583,-0.60%,56.80%,,,,,0.586583,,
,mStable USD,,MUSD,$0.994855,-1.30%,-0.43%,,,,,0.994855,,
,Celer Network,,CELR,$0.005428,11.23%,8.88%,,,,,0.005428,,
,MVL,,MVL,$0.002693,-4.80%,4.44%,,,,,0.002693,,
,Wirex Token,,WXT,$0.008664,-0.77%,-6.44%,,,,,0.008664,,
,USDK,,USDK,$0.995899,-0.36%,-0.54%,,,,,0.995899,,
,Loom Network,,LOOM,$0.029335,-5.59%,6.95%,,,,,0.029335,,
,Thunder Token,,TT,$0.004806,-4.23%,-2.54%,,,,,0.004806,,
,The Transfer Token,,TTT,$0.640845,-9.08%,-13.36%,,,,,0.640845,,
,Morpheus.Network,,MRPH,$0.595961,22.00%,7.35%,,,,,0.595961,,
,Cryptoindex.com 100,,CIX100,$0.449744,0.05%,-6.29%,,,,,0.449744,,
,USDX [Kava],,USDX,$0.911297,0.02%,1.04%,,,,,0.911297,,
,Switcheo,,SWTH,$0.024374,-2.23%,-6.78%,,,,,0.024374,,
,Aeternity,,AE,$0.085183,2.71%,-8.58%,,,,,0.085183,,
,EFFORCE,,WOZX,$1.26,-7.46%,-15.27%,,,,,1.26,,
,Orbs,,ORBS,$0.012590,-1.18%,0.97%,,,,,0.01259,,
,v.systems,,VSYS,$0.012733,-2.29%,-6.44%,,,,,0.012733,,
,Streamr,,DATA,$0.038554,2.43%,-12.17%,,,,,0.038554,,
,Rocket Pool,,RPL,$2.67,15.91%,19.13%,,,,,2.67,,
,HyperCash,,HC,$0.607734,0.26%,-3.43%,,,,,0.607734,,
,Venus,,XVS,$3.60,-0.79%,3.66%,,,,,3.6,,
,Hermez Network,,HEZ,$5.76,15.00%,27.52%,,,,,5.76,,
,district0x,,DNT,$0.044770,-4.26%,-11.64%,,,,,0.04477,,
,Ultiledger,,ULT,$0.011349,-7.47%,-8.59%,,,,,0.011349,,
,COTI,,COTI,$0.046845,2.79%,-0.05%,,,,,0.046845,,
,Frax,,FRAX,$1.01,-0.47%,0.25%,,,,,1.01,,
,Metaverse Dualchain Network Architecture,,DNA,$0.001293,2.00%,50.57%,,,,,0.001293,,
,Request,,REQ,$0.026018,0.94%,-22.80%,,,,,0.026018,,
,Hyperion,,HYN,$0.060040,-24.73%,-58.90%,,,,,0.06004,,
,Origin Protocol,,OGN,$0.129129,6.36%,11.69%,,,,,0.129129,,
,MXC,,MXC,$0.010552,-1.52%,-0.21%,,,,,0.010552,,
,Elastos,,ELA,$1.49,-1.96%,-3.04%,,,,,1.49,,
,Metal,,MTL,$0.388865,0.05%,7.03%,,,,,0.388865,,
,SALT,,SALT,$0.320929,2.23%,7.72%,,,,,0.320929,,
,Ignis,,IGNIS,$0.033034,-5.09%,5.07%,,,,,0.033034,,
,API3,,API3,$1.81,1.14%,-16.01%,,,,,1.81,,
,Akash Network,,AKT,$0.843249,4.60%,11.24%,,,,,0.843249,,
,Mainframe,,MFT,$0.002486,-5.99%,2.86%,,,,,0.002486,,
,Bytecoin,,BCN,$0.000164,-2.74%,21.14%,,,,,0.000164,,
,The Sandbox,,SAND,$0.038905,1.48%,1.60%,,,,,0.038905,,
,BitMax Token,,BTMX,$0.036161,-0.74%,-0.60%,,,,,0.036161,,
,DigixDAO,,DGD,$174.25,18.96%,39.37%,,,,,174.25,,
,Buggyra Coin Zero,,BCZERO,$0.011920,0.03%,0.32%,,,,,0.01192,,
,TROY,,TROY,$0.002666,3.38%,-4.55%,,,,,0.002666,,
,VerusCoin,,VRSC,$0.394924,13.62%,27.39%,,,,,0.394924,,
,bZx Protocol,,BZRX,$0.168422,1.93%,12.80%,,,,,0.168422,,
,VeThor Token,,VTHO,$0.000762,8.24%,2.72%,,,,,0.000762,,
,Vai,,VAI,$0.983080,-0.58%,6.83%,,,,,0.98308,,
,Galatasaray Fan Token,,GAL,$6.69,-12.76%,68.12%,,,,,6.69,,
,BORA,,BORA,$0.029498,-2.08%,-3.32%,,,,,0.029498,,
,Native Utility Token,,NUT,$23.30,-0.01%,2.91%,,,,,23.3,,
,CertiK,,CTK,$0.903646,1.68%,10.04%,,,,,0.903646,,
,ThoreNext,,THX,$0.472537,36.51%,15.89%,,,,,0.472537,,
,sUSD,,SUSD,$1.01,-1.03%,0.35%,,,,,1.01,,
,NerveNetwork,,NVT,$0.084032,-2.15%,-7.75%,,,,,0.084032,,
,DREP,,DREP,$0.005617,28.30%,36.33%,,,,,0.005617,,
,Counos Coin,,CCA,$1.49,0.70%,1.01%,,,,,1.49,,
,YF Link,,YFL,$438.59,20.40%,13.58%,,,,,438.59,,
,BOSAGORA,,BOA,$0.073590,-3.09%,-20.76%,,,,,0.07359,,
,New Year Bull,,NYB,$0.104122,12.80%,468.45%,,,,,0.104122,,
,Perpetual Protocol,,PERP,$1.24,-3.06%,27.81%,,,,,1.24,,
,Akropolis,,AKRO,$0.009257,-0.34%,-5.75%,,,,,0.009257,,
,Beam,,BEAM,$0.277540,2.70%,-0.81%,,,,,0.27754,,
,NULS,,NULS,$0.216934,2.83%,-3.89%,,,,,0.216934,,
,Dinastycoin,,DCY,$0.010778,27.98%,25.76%,,,,,0.010778,,
,Maximine Coin,,MXM,$0.013023,0.03%,0.32%,,,,,0.013023,,
,BASIC,,BASIC,$0.005975,-8.16%,-22.27%,,,,,0.005975,,
,Crypterium,,CRPT,$0.251421,-15.73%,-3.92%,,,,,0.251421,,
,Zap,,ZAP,$0.089607,-14.59%,-21.22%,,,,,0.089607,,
,Nash Exchange,,NEX,$0.730999,-4.20%,-19.39%,,,,,0.730999,,
,Mirror Protocol,,MIR,$1.10,-4.87%,10.59%,,,,,1.1,,
,FC Barcelona Fan Token,,BAR,$12.82,-9.64%,-15.76%,,,,,12.82,,
,ARPA Chain,,ARPA,$0.021934,-0.53%,6.37%,,,,,0.021934,,
,Cortex,,CTXC,$0.082115,-3.18%,16.74%,,,,,0.082115,,
,Waltonchain,,WTC,$0.283044,0.37%,2.10%,,,,,0.283044,,
,0Chain,,ZCN,$0.421251,13.06%,27.81%,,,,,0.421251,,
3901,HUPAYX,3901,HUP,$0.019834,0.04%,15.02%,$0,$0,0 HUP,0 HUP,0.019834,0.0,0.0
3902,Chess Coin,3902,CHESS,$0.001096,17.44%,38.40%,$0,$0,0 CHESS,0 CHESS,0.001096,0.0,0.0
3903,BTC Network Demand Set II,3903,BYTE,$545.88,6.77%,21.48%,$0,$0,0 BYTE,0 BYTE,545.88,0.0,0.0
3905,ETH 20 Day MA Crossover Set,3905,ETH20SMACO,$939.66,18.32%,23.04%,$0,$0,0 ETH20SMACO,0 ETH20SMACO,939.66,0.0,0.0
3906,ETH 20 Day MA Crossover Yield Set,3906,ETHMACOAPY,$917.79,18.32%,37.81%,$0,$0,0 ETHMACOAPY,0 ETHMACOAPY,917.79,0.0,0.0
3907,dForce GOLDx,3907,GOLDX,$61.82,0.04%,0.34%,$0,$0,0 GOLDX,0 GOLDX,61.82,0.0,0.0
3908,ETH 26 EMA Crossover Yield II,3908,ETHEMAAPY,$708.01,18.32%,37.81%,$0,$0,0 ETHEMAAPY,0 ETHEMAAPY,708.01,0.0,0.0
3909,ETH AI Limit Loss,3909,ELL,$210.09,0.00%,0.00%,$0,$0,0 ELL,0 ELL,210.09,0.0,0.0
3910,ETH/BTC RSI Ratio Trading Set,3910,ETHBTCRSI,$507.09,6.77%,21.47%,$0,$0,0 ETHBTCRSI,0 ETHBTCRSI,507.09,0.0,0.0
,ETH/LINK Price Action Candlestick Set,,LINKETHPA,$899.49,18.35%,37.62%,,,,,899.49,,
,ETH Price Action Candlestick Set,,ETHPA,$668.94,18.32%,37.81%,,,,,668.94,,
,ETH RSI 60/40 Crossover Set,,ETHRSI6040,$587.15,18.32%,37.81%,,,,,587.15,,
,ETH RSI 60/40 Yield Set,,ETHRSIAPY,$584.29,18.32%,37.13%,,,,,584.29,,
,FlexETH/BTC Set,,FLEXETHBTC,$471.68,18.32%,36.65%,,,,,471.68,,
,Intelligent Ratio Set,,INTRATIO,$836.97,18.32%,37.13%,,,,,836.97,,
,LINK/ETH RSI Ratio Trading Set,,LINKETHRSI,$354.03,18.35%,37.06%,,,,,354.03,,
,LINK Profit Taker Set,,LINKPT,$352.20,9.42%,15.00%,,,,,352.2,,
,WhiteRockCasino,,WRC,$0.013356,5.57%,17.08%,,,,,0.013356,,
,SeChain,,SNN,$0.000018,18.43%,-69.47%,,,,,1.8e-05,,
,BeeStore,,BHT,$0.000208,0.03%,0.33%,,,,,0.000208,,
,iETH,,IETH,$329.06,-22.36%,-36.48%,,,,,329.06,,
,sTRX,,sTRX,$0.026642,-1.05%,0.15%,,,,,0.026642,,
,sLINK,,sLINK,$13.72,12.46%,28.25%,,,,,13.72,,
,sXAU,,SXAU,$1903.68,-1.05%,-13.91%,,,,,1903.68,,
,sXTZ,,SXTZ,$3.92,8.21%,21.71%,,,,,3.92,,
,iLINK,,ILINK,$24.57,8.55%,22.63%,,,,,24.57,,
,iBTC (Synthetix),,IBTC,$21328.23,-17.70%,425.21%,,,,,21328.23,,
,sXRP,,SXRP,$0.219904,-7.46%,-26.47%,,,,,0.219904,,
,sBNB,,SBNB,$37.96,-1.05%,16.70%,,,,,37.96,,
,TokenBacon,,BAK,$0.296961,6.38%,21.12%,,,,,0.296961,,
,BigGame,,BG,$0.000681,2.20%,1.22%,,,,,0.000681,,
,Bityuan,,BTY,$0.251261,0.03%,0.33%,,,,,0.251261,,
,Diamond Voucher,,DVS,$9.84,4.53%,84.85%,,,,,9.84,,
,3X Short Tether Gold Token,,XAUTBEAR,$1843.50,3.28%,0.00%,,,,,1843.5,,
,Yield Farming Token,,YFT,$2.75,17.82%,-50.08%,,,,,2.75,,
,HL Chain,,HL,$0.000398,-3.84%,-4.48%,,,,,0.000398,,
,DApp Evolution,,EVO,$0.306688,65.78%,118.98%,,,,,0.306688,,
,Dark Energy Crystals,,DEC,$0.000896,10.80%,25.25%,,,,,0.000896,,
,Play Royal,,PLAY,$0.000013,-15.48%,-34.88%,,,,,1.3e-05,,
,SCC DIGforIT,,SCC,$0.012488,2.93%,-1.06%,,,,,0.012488,,
,Evan,,EVAN,$0.206882,17.82%,30.82%,,,,,0.206882,,
,Game Ark,,GARK,$0.051387,18.11%,36.95%,,,,,0.051387,,
,Cherry Token,,YT,$0.551010,0.03%,0.33%,,,,,0.55101,,
,sBTC,,sBTC,$0.005929,17.82%,37.61%,,,,,0.005929,,
,Digital Wallet,,DWC,$0.040134,0.03%,0.33%,,,,,0.040134,,
,Distributed Energy Coin,,DEC,$0.003006,0.03%,0.33%,,,,,0.003006,,
,EasySwap,,ESWA,$0.035457,17.82%,39.40%,,,,,0.035457,,
,EA Token,,EA,$0.001754,0.03%,0.68%,,,,,0.001754,,
,Empow,,EM,$0.000101,0.03%,0.33%,,,,,0.000101,,
,Hamebi Token,,HMB,$0.000167,6.48%,-59.63%,,,,,0.000167,,
,Super Running Coin,,SRC,$0.000312,3.38%,13.17%,,,,,0.000312,,
